Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price,Savings
good,11,owner,60,30,married,yes_rec,fixed,35,110,4000,62,1100,1347,4.06
good,6,parents,60,26,married,no_rec,fixed,60,108,0,0,1200,1250,2.4
good,14,rent,60,41,married,no_rec,fixed,53,181,0,0,1150,2497,6.68
bad,3,parents,48,38,married,no_rec,partime,60,67,0,0,1000,1045,0.34
bad,1,owner,36,36,married,no_rec,fixed,45,25,3000,2000,1100,1332,-1.31
good,20,owner,60,40,divorced,no_rec,freelance,60,150,5500,0,1400,1928,3.86
good,20,rent,60,45,married,no_rec,fixed,92,170,0,0,1000,2415,4.68
bad,0,rent,48,25,married,no_rec,fixed,60,150,0,0,1350,1450,3.2
good,12,rent,48,46,married,yes_rec,fixed,104,294,0,0,1350,1352,6.76
good,9,priv,48,46,married,no_rec,fixed,45,100,37000,0,800,904,3.3
good,0,parents,48,28,single,no_rec,freelance,35,100,0,0,900,1400,3.47
good,2,owner,48,38,married,yes_rec,fixed,75,192,23000,3000,700,970,5.97
good,3,parents,60,24,single,no_rec,fixed,35,100,0,0,1500,2100,2.6
bad,4,rent,48,23,married,no_rec,freelance,52,171,0,0,1150,1450,4.97
good,3,priv,60,24,single,no_rec,fixed,35,245,5000,0,1300,1360,9.69
bad,1,ignore,60,28,married,yes_rec,freelance,45,124,4000,0,1500,1661,3.16
good,11,owner,12,26,married,yes_rec,partime,35,110,4500,2000,300,1248,2.2
bad,1,rent,36,26,single,no_rec,partime,42,70,0,0,590,590,1.71
bad,0,rent,48,23,single,no_rec,partime,42,72,0,0,700,875,2.06
good,1,rent,60,29,married,no_rec,fixed,73,133,0,0,1000,1158,3.6
good,10,parents,36,34,married,yes_rec,freelance,45,54,10000,0,600,882,0.54
good,9,owner,24,30,married,no_rec,fixed,35,250,30000,0,1000,1594,5.16
good,2,owner,60,28,married,no_rec,freelance,35,196,7000,3950,1600,1678,4.56
good,3,parents,60,36,married,yes_rec,fixed,60,92,0,0,1100,1355,1.75
good,10,owner,60,45,married,no_rec,freelance,45,325,12000,1200,1300,1833,12.37
bad,3,priv,36,38,divorced,yes_rec,fixed,35,136,12500,0,3000,4800,1.21
good,10,owner,48,33,married,no_rec,fixed,45,110,5000,0,1000,1160,3.12
bad,2,rent,48,56,single,no_rec,freelance,51,157,11000,4500,1000,2008,2.93
good,4,other,60,25,single,no_rec,fixed,35,162,0,0,1800,2999,4.23
bad,7,parents,60,33,single,no_rec,partime,35,70,0,0,1300,1438,1.62
good,5,parents,48,27,married,yes_rec,freelance,45,175,0,0,1000,1342,6.24
good,16,parents,24,44,single,no_rec,freelance,35,86,0,0,700,950,1.75
good,0,parents,24,26,single,no_rec,partime,35,69,0,0,107,125,7.63
bad,7,owner,60,28,married,yes_rec,fixed,60,148,8000,0,920,1021,5.74
bad,2,other,48,25,married,no_rec,fixed,35,129,0,0,1580,1925,2.86
bad,3,rent,60,44,separated,yes_rec,fixed,60,150,0,0,1650,1772,3.27
good,1,owner,24,38,married,no_rec,fixed,60,102,3500,0,850,1260,1.19
good,7,owner,48,32,married,yes_rec,fixed,45,140,5500,0,550,1250,8.29
bad,2,owner,60,24,single,no_rec,partime,35,120,3000,0,1400,1513,3.64
good,1,parents,60,42,married,no_rec,fixed,60,66,7000,0,950,1589,0.38
good,27,rent,24,50,married,no_rec,fixed,47,115,0,0,500,1636,3.26
good,6,owner,60,31,married,no_rec,fixed,35,84,3000,0,1400,1724,2.1
good,3,owner,60,26,married,no_rec,fixed,45,128,3000,0,1300,1790,3.83
good,9,priv,60,32,married,no_rec,fixed,60,155,12000,5000,1200,1400,2.25
bad,5,parents,24,26,single,no_rec,fixed,35,140,0,0,450,900,5.6
good,3,rent,48,26,married,no_rec,fixed,58,230,0,0,1150,1316,7.18
bad,20,other,60,47,married,yes_rec,fixed,105,105,0,0,750,843,0
good,18,priv,60,49,married,no_rec,fixed,60,140,4000,0,1050,1097,4.57
good,19,owner,60,54,widow,yes_rec,fixed,35,207,11000,4000,800,1336,9.9
good,5,rent,36,40,separated,no_rec,fixed,43,75,0,0,400,650,2.88
good,8,owner,60,33,married,no_rec,freelance,45,250,10000,0,2500,3250,4.92
good,2,other,36,35,separated,no_rec,fixed,35,200,0,0,1600,1671,3.71
bad,1,owner,12,56,married,no_rec,others,60,52,3500,0,500,1705,-0.19
good,10,owner,60,26,married,no_rec,fixed,45,135,5000,3700,1600,1767,1.99
good,14,owner,36,34,married,no_rec,fixed,60,143,5000,0,1400,1939,2.13
good,13,parents,48,31,married,no_rec,fixed,35,90,0,0,1000,1395,2.64
good,4,ignore,60,62,married,no_rec,freelance,35,102,8000,0,1200,1405,3.35
good,20,owner,60,46,single,no_rec,fixed,35,250,25000,4000,1450,1566,7.24
good,15,owner,60,49,married,no_rec,fixed,60,162,5000,0,1700,2081,3.6
good,24,owner,60,46,married,no_rec,fixed,60,140,6000,1000,1100,1653,3.82
good,10,owner,36,36,married,no_rec,fixed,35,235,12000,1700,1500,1985,4.39
good,2,parents,36,24,single,no_rec,fixed,35,60,0,0,450,750,2
good,21,owner,24,44,married,no_rec,fixed,60,124,4000,0,800,2400,1.92
bad,1,rent,60,24,married,yes_rec,partime,42,70,0,0,1700,1761,0.99
good,11,owner,48,27,married,no_rec,fixed,35,140,4000,0,1500,1641,3.36
good,12,owner,60,27,married,yes_rec,fixed,35,100,3000,0,1300,1359,3
good,5,rent,36,51,married,no_rec,fixed,63,184,0,0,635,785,6.86
bad,6,owner,48,26,married,yes_rec,fixed,35,90,5000,0,1390,1594,1.9
good,1,rent,48,37,married,yes_rec,partime,72,116,6000,0,1400,1661,1.51
good,10,owner,60,41,married,no_rec,others,35,57,5000,0,1300,1863,1.02
bad,0,owner,60,27,married,no_rec,partime,75,210,7000,4800,1250,1315,4.18
bad,1,owner,48,20,single,no_rec,fixed,35,53,2000,1600,1100,1100,0.09
good,0,parents,60,24,,no_rec,partime,35,111,3000,1200,850,1412,4.52
good,10,owner,24,50,married,no_rec,freelance,60,200,19,0,500,1131,6.72
good,10,owner,60,32,married,no_rec,fixed,60,160,4000,1800,1050,1303,4.69
bad,2,owner,60,30,married,yes_rec,freelance,45,98,5000,700,1000,2200,2.76
good,16,owner,60,32,married,no_rec,fixed,60,159,4000,0,1500,1736,3.96
bad,0,rent,60,19,single,no_rec,others,35,14,0,0,900,1158,-1.4
good,10,owner,6,39,married,no_rec,freelance,75,67,8000,0,430,500,-0.11
bad,9,other,60,30,married,yes_rec,fixed,60,109,0,0,1250,1560,2.35
bad,7,other,36,38,married,yes_rec,freelance,35,59,0,0,1000,2246,0.86
good,3,parents,36,28,single,no_rec,fixed,35,74,0,0,350,550,4.01
good,6,owner,48,51,married,no_rec,freelance,45,106,12000,0,1035,1410,2.83
bad,0,parents,48,21,single,no_rec,partime,35,48,0,0,1850,1877,0.34
bad,3,parents,60,23,single,no_rec,fixed,35,62,0,0,1100,1300,1.47
good,1,owner,24,39,married,no_rec,others,35,70,4000,0,525,1771,1.6
bad,3,rent,36,39,married,no_rec,fixed,90,150,0,0,300,700,7.2
good,12,owner,48,39,married,no_rec,freelance,60,95,6000,0,1300,1600,1.29
bad,0,priv,36,31,married,no_rec,partime,35,202,6000,0,1300,1663,4.62
good,2,rent,60,24,married,no_rec,fixed,55,100,4000,0,1750,1900,1.54
bad,2,priv,48,37,married,yes_rec,partime,75,115,2000,0,850,1194,2.26
good,2,parents,60,24,single,no_rec,fixed,35,164,0,0,900,1516,8.6
good,0,parents,24,20,single,no_rec,fixed,35,155,7000,0,1450,1688,1.99
good,4,owner,48,40,married,yes_rec,fixed,60,150,3500,200,800,800,5.28
bad,21,owner,60,63,married,yes_rec,fixed,60,165,3000,0,1250,1424,5.04
bad,14,rent,60,38,married,no_rec,fixed,71,108,0,0,1400,1693,1.59
good,25,owner,60,51,married,no_rec,fixed,35,93,3500,0,900,995,3.87
bad,6,other,60,30,married,no_rec,fixed,60,133,0,0,1300,1388,3.37
good,3,owner,36,37,married,no_rec,fixed,60,55,0,0,1500,2315,-0.12
good,13,owner,36,39,married,no_rec,fixed,35,148,14000,0,300,850,13.56
good,5,parents,24,31,single,no_rec,fixed,35,130,0,0,200,1447,11.4
good,16,other,60,34,married,no_rec,fixed,60,120,6000,0,1350,1487,2.67
good,3,parents,48,20,single,no_rec,freelance,35,124,7000,0,1000,1362,4.27
good,5,other,18,65,married,yes_rec,others,35,99,0,0,375,675,3.07
good,16,rent,48,32,single,yes_rec,fixed,47,120,0,0,800,1224,4.38
good,2,rent,48,29,single,no_rec,fixed,60,250,0,0,1000,1179,9.12
good,0,parents,60,31,married,no_rec,others,75,37,0,0,1500,2084,-1.52
good,23,parents,60,37,single,no_rec,freelance,35,71,4500,0,1950,2336,1.11
good,6,owner,48,55,married,no_rec,freelance,45,74,16000,1500,2000,3753,0.34
bad,0,parents,36,19,single,no_rec,freelance,35,73,0,0,400,495,3.42
bad,1,other,60,21,single,no_rec,partime,45,135,0,0,1100,1480,4.91
bad,3,parents,60,25,married,no_rec,fixed,35,70,0,0,1300,1332,1.62
good,5,owner,36,58,married,yes_rec,others,45,79,7000,0,400,1234,3.06
bad,0,rent,48,20,single,yes_rec,partime,56,105,0,0,1100,1289,2.14
good,9,priv,48,27,married,no_rec,fixed,45,102,5000,360,1300,1537,1.97
good,0,owner,48,29,married,no_rec,others,60,50,11000,0,1000,1480,-0.48
good,8,owner,12,39,married,no_rec,fixed,75,160,1500,0,360,865,2.83
good,24,owner,60,43,single,no_rec,fixed,35,120,3500,0,1320,1680,3.86
good,3,parents,60,23,single,no_rec,fixed,35,107,0,0,800,1111,5.4
good,13,owner,60,27,married,no_rec,fixed,35,253,7000,0,1060,1750,12.34
good,2,rent,60,49,married,no_rec,fixed,51,155,0,0,1500,1550,4.16
good,33,owner,48,61,married,no_rec,fixed,35,130,8000,0,850,1050,5.36
bad,0,owner,36,31,married,yes_rec,partime,45,120,3000,150,700,850,3.78
good,0,rent,60,46,separated,no_rec,fixed,57,124,0,0,940,1149,4.28
good,7,parents,60,25,single,no_rec,fixed,35,75,0,0,1100,1340,2.18
good,20,owner,36,37,married,yes_rec,fixed,60,150,3500,0,450,950,7.2
good,10,rent,36,36,divorced,no_rec,freelance,45,100,0,0,1000,1700,1.98
bad,17,owner,36,60,married,no_rec,fixed,60,78,2500,0,650,800,1
good,1,owner,60,28,married,no_rec,fixed,45,60,4000,0,1500,2326,0.6
good,10,owner,60,32,married,no_rec,fixed,45,419,5500,2500,1300,1995,16.11
good,4,rent,60,25,married,no_rec,fixed,56,112,0,0,1250,1399,2.69
bad,3,rent,60,32,married,no_rec,fixed,50,147,0,0,1100,1226,5.29
good,31,owner,12,53,married,yes_rec,fixed,60,165,6000,0,594,1332,2.12
good,3,rent,24,32,married,no_rec,fixed,61,160,0,0,400,450,5.94
good,8,rent,60,46,married,no_rec,freelance,45,147,0,0,1000,1359,6.12
good,0,rent,12,22,single,no_rec,freelance,38,34,0,0,700,1665,-0.07
good,1,rent,60,25,married,no_rec,partime,42,73,0,0,1000,1050,1.86
bad,12,owner,60,37,married,no_rec,fixed,60,98,9000,200,800,1012,2.7
good,2,rent,36,44,married,no_rec,partime,57,123,5000,0,900,975,2.64
good,10,owner,12,36,married,no_rec,freelance,45,14,4000,0,900,1776,-0.41
good,1,owner,60,40,married,yes_rec,fixed,45,100,8500,0,400,1570,8.25
good,0,owner,60,47,married,no_rec,freelance,45,56,6000,0,1345,1345,0.49
good,3,owner,60,32,married,no_rec,fixed,45,90,6000,0,1500,2502,1.8
good,1,owner,60,21,single,yes_rec,fixed,35,294,53000,0,1300,1398,11.95
good,10,owner,36,50,married,no_rec,freelance,75,135,7500,0,1000,1230,2.16
good,19,parents,60,34,single,no_rec,fixed,35,80,0,0,1000,1097,2.7
good,0,parents,18,33,single,no_rec,fixed,35,112,6000,0,450,1196,3.08
good,3,rent,60,29,married,yes_rec,fixed,55,100,0,0,930,1007,2.9
good,4,owner,36,42,single,no_rec,fixed,35,115,12000,0,900,1299,3.2
good,5,owner,60,37,married,no_rec,freelance,60,67,3500,196,1300,1625,0.23
good,2,owner,60,24,married,no_rec,fixed,45,375,5000,0,2200,2433,9
good,2,other,60,39,single,no_rec,fixed,35,113,0,0,1250,1499,3.74
good,18,rent,36,41,single,no_rec,freelance,40,53,0,0,750,1077,0.62
good,17,owner,48,55,married,yes_rec,freelance,60,73,15000,0,1900,2205,0.33
bad,5,owner,48,26,single,no_rec,fixed,35,34,10000,5000,1500,2272,-1.63
good,19,owner,60,34,married,no_rec,fixed,60,196,7000,1000,1690,1930,4.47
good,1,rent,48,24,married,no_rec,partime,41,56,0,0,1500,1935,0.48
good,16,owner,48,31,married,no_rec,fixed,45,200,5000,800,1250,1646,5.64
good,1,rent,48,34,married,no_rec,fixed,55,102,0,0,600,1074,3.76
good,15,owner,60,43,married,no_rec,freelance,60,310,7000,0,1200,1297,12.5
good,11,owner,60,33,married,no_rec,fixed,60,106,6000,0,1500,1702,1.84
bad,0,parents,36,22,single,no_rec,partime,35,103,4500,0,1050,1485,2.33
good,0,parents,60,41,single,no_rec,partime,35,131,4500,0,1200,1538,4.8
bad,0,priv,60,43,married,no_rec,partime,45,117,2000,250,1600,1967,2.61
bad,0,rent,60,25,single,yes_rec,partime,47,120,0,0,1200,1460,3.65
bad,0,rent,36,18,single,yes_rec,others,38,33,0,0,300,350,-0.6
bad,0,parents,36,35,single,no_rec,freelance,35,43,0,0,875,950,0.33
good,9,other,60,31,married,no_rec,fixed,60,130,0,0,1500,1700,2.8
good,14,owner,60,40,married,no_rec,fixed,60,110,5000,0,1000,1646,3
good,4,parents,36,20,single,no_rec,fixed,35,60,0,0,550,587,1.64
good,5,parents,36,28,married,no_rec,fixed,45,107,0,0,1160,1959,1.92
bad,0,rent,36,22,single,no_rec,partime,42,65,0,0,430,550,1.93
good,4,parents,36,28,married,no_rec,fixed,35,173,0,0,1000,1300,4.97
good,13,owner,60,35,married,no_rec,fixed,60,134,4500,700,1000,1894,4.02
good,8,owner,60,41,married,no_rec,freelance,60,173,8000,0,1200,1570,5.65
bad,1,parents,60,22,single,no_rec,freelance,35,78,3500,0,2275,2300,1.13
good,5,ignore,48,51,divorced,no_rec,fixed,35,95,6000,0,500,645,5.76
good,3,rent,36,21,single,no_rec,fixed,44,89,0,0,400,500,4.05
bad,1,owner,60,40,married,yes_rec,fixed,60,155,2500,0,1650,1650,3.45
bad,3,owner,36,45,married,yes_rec,fixed,60,87,3500,0,650,650,1.5
good,0,parents,48,22,single,no_rec,freelance,45,134,0,0,4000,4500,1.07
bad,1,parents,36,31,married,no_rec,fixed,35,61,4000,0,700,800,1.34
good,3,priv,60,35,married,no_rec,fixed,75,185,3500,1200,700,845,8.4
good,20,owner,12,48,separated,no_rec,freelance,75,300,18000,0,760,1369,3.55
bad,3,owner,36,40,married,yes_rec,freelance,60,68,4500,0,575,775,0.5
good,10,owner,36,,married,yes_rec,fixed,60,320,15000,1000,1000,2191,9
good,1,owner,36,20,single,no_rec,partime,35,139,4000,0,375,425,9.98
good,8,rent,48,36,married,no_rec,,76,159,0,0,830,939,4.8
good,6,other,48,35,married,no_rec,fixed,60,79,15000,0,2000,2504,0.46
good,0,other,36,26,married,no_rec,fixed,45,260,0,0,725,775,10.68
bad,0,rent,60,60,married,no_rec,others,55,100,8000,0,2500,2500,1.08
good,12,owner,60,54,married,yes_rec,fixed,75,231,15000,0,1950,2500,4.8
good,6,rent,60,31,single,no_rec,fixed,43,82,0,0,800,946,2.93
bad,3,parents,60,30,married,yes_rec,fixed,45,120,4000,0,1500,1621,3
bad,0,parents,18,19,,no_rec,fixed,35,91,0,0,650,650,1.55
good,12,rent,36,30,married,no_rec,fixed,65,203,0,0,1500,2700,3.31
good,13,parents,60,34,single,no_rec,fixed,35,96,0,0,750,775,4.88
bad,0,owner,60,39,married,yes_rec,freelance,45,53,10000,0,1500,1699,0.32
good,4,priv,24,44,married,no_rec,freelance,60,170,2900,0,1800,2750,1.47
bad,8,other,36,39,married,no_rec,fixed,35,112,0,0,450,550,6.16
good,8,owner,24,36,married,no_rec,fixed,60,90,6000,1500,900,1715,0.4
good,10,owner,36,52,married,no_rec,freelance,35,225,25000,0,2000,2315,3.42
good,5,owner,60,36,married,yes_rec,fixed,35,205,9000,1500,1050,1168,8.86
bad,5,parents,48,20,single,no_rec,others,45,155,0,0,2500,3542,2.11
bad,2,owner,60,35,single,no_rec,fixed,35,51,4000,0,1400,1628,0.69
good,21,owner,60,40,married,yes_rec,fixed,60,144,6500,0,2000,2230,2.52
bad,3,parents,60,34,single,yes_rec,partime,35,80,0,0,1100,1265,2.45
bad,0,rent,60,38,married,no_rec,freelance,35,76,0,0,1300,1636,1.89
good,14,parents,60,32,married,yes_rec,fixed,35,140,0,0,1150,1273,5.48
good,23,owner,60,50,married,no_rec,fixed,45,90,3000,0,950,1101,2.84
good,3,owner,48,25,married,no_rec,freelance,35,107,4500,1900,1000,1250,2.54
good,4,owner,36,32,married,no_rec,fixed,45,190,13000,2000,800,2400,5.63
good,8,owner,60,34,married,yes_rec,fixed,45,145,5000,0,1100,1110,5.45
good,11,rent,12,29,single,no_rec,fixed,44,93,0,0,700,1667,0.84
good,2,rent,60,40,married,no_rec,fixed,60,145,500,0,1550,1621,3.29
good,3,parents,48,24,single,no_rec,fixed,35,55,3000,0,850,875,1.13
good,3,parents,48,28,married,no_rec,fixed,45,173,0,0,1000,2057,6.14
good,6,rent,60,34,married,no_rec,fixed,86,110,0,0,800,2263,1.8
bad,0,rent,60,38,married,yes_rec,partime,75,159,0,0,1000,1235,5.04
good,20,owner,60,39,married,no_rec,fixed,60,68,13000,0,900,975,0.53
good,0,owner,24,52,married,no_rec,others,45,170,6500,0,500,600,6
good,8,owner,60,33,married,no_rec,fixed,45,160,2000,0,1050,2277,6.57
bad,5,owner,48,49,widow,no_rec,others,35,48,4000,0,1100,1438,0.57
good,17,owner,48,46,married,no_rec,fixed,35,128,4000,0,1400,1718,3.19
bad,2,rent,48,44,separated,no_rec,fixed,48,125,5000,800,1600,2500,2.07
good,0,parents,60,22,single,no_rec,partime,35,72,0,0,1100,1131,2.02
good,20,owner,60,44,married,no_rec,fixed,60,115,4000,0,1250,1463,2.64
good,5,rent,60,42,separated,yes_rec,freelance,89,288,15000,0,1800,2148,6.63
good,16,owner,36,40,married,no_rec,fixed,60,160,4000,0,1300,2305,2.77
good,14,owner,60,38,married,no_rec,fixed,60,114,5000,400,1200,2062,2.5
good,1,rent,6,38,married,no_rec,partime,72,118,0,0,125,375,2.21
good,1,parents,48,21,single,no_rec,fixed,35,60,0,0,850,1195,1.41
bad,1,rent,24,24,single,no_rec,partime,49,139,0,0,500,550,4.32
good,12,rent,48,36,married,no_rec,fixed,80,195,0,0,1800,2272,3.07
good,3,parents,48,29,separated,no_rec,fixed,35,108,0,0,900,1263,3.89
bad,2,rent,18,46,married,yes_rec,fixed,74,140,0,0,200,380,5.94
good,18,parents,60,42,divorced,yes_rec,fixed,35,145,0,0,1000,1025,6.6
good,15,owner,36,43,married,yes_rec,fixed,60,105,5000,0,400,1631,4.05
bad,2,parents,60,20,single,no_rec,fixed,35,56,3500,0,1300,1637,0.97
good,14,owner,60,28,married,no_rec,fixed,35,216,4000,0,1750,2270,6.21
bad,0,parents,36,21,single,no_rec,partime,35,130,2000,0,875,1075,3.91
good,3,owner,60,27,married,no_rec,fixed,35,120,4000,1500,1800,2090,2.33
good,1,owner,60,27,married,no_rec,fixed,35,90,2000,0,1150,1470,2.87
bad,6,rent,60,38,married,yes_rec,fixed,55,103,0,0,1100,1303,2.62
bad,0,owner,36,42,married,no_rec,freelance,60,84,5000,0,1350,1850,0.64
good,3,owner,60,33,married,yes_rec,fixed,45,193,10000,1500,1300,1730,6.14
good,6,parents,18,25,married,no_rec,fixed,45,164,0,0,1250,1890,1.71
good,18,rent,60,37,married,no_rec,fixed,70,100,0,0,1300,1345,1.38
good,30,owner,12,56,married,no_rec,freelance,45,60,12000,0,1375,1700,0.13
good,25,priv,12,55,single,no_rec,freelance,35,92,25000,0,150,400,4.56
good,1,owner,60,22,single,no_rec,fixed,35,300,4000,200,1350,1450,11.69
good,18,rent,48,53,married,no_rec,fixed,54,92,0,0,1340,1345,1.36
good,5,owner,36,53,married,yes_rec,others,35,227,8500,0,1550,1985,4.46
bad,5,rent,48,31,married,yes_rec,fixed,60,150,0,0,800,1707,5.4
good,14,owner,60,40,married,no_rec,fixed,45,91,0,0,1100,1565,2.51
bad,0,parents,60,33,married,yes_rec,freelance,60,144,0,0,2000,2235,2.52
good,10,priv,60,48,married,no_rec,fixed,35,161,9000,0,900,1100,8.4
good,39,owner,60,58,married,no_rec,fixed,35,113,3500,0,1380,1623,3.39
good,0,priv,48,41,married,no_rec,fixed,75,146,10000,0,1370,1623,2.49
good,1,parents,36,24,single,no_rec,fixed,35,70,0,0,700,1067,1.8
bad,5,rent,60,37,married,no_rec,fixed,77,318,5000,0,1750,2953,8.26
good,10,owner,60,34,married,no_rec,fixed,45,115,9500,0,1450,1721,2.9
bad,1,rent,60,36,married,yes_rec,partime,84,90,0,0,1100,1184,0.33
good,3,priv,60,27,married,no_rec,fixed,35,215,5000,2800,1500,1682,6.08
good,8,owner,24,30,married,yes_rec,fixed,35,340,1200,0,1000,1893,7.32
bad,1,rent,60,31,divorced,yes_rec,partime,39,42,0,0,1200,1265,0.15
good,0,owner,24,18,single,no_rec,partime,35,104,12000,0,1700,1726,0.97
good,20,priv,60,59,married,no_rec,freelance,35,81,18000,0,1200,1349,2.3
bad,8,rent,48,30,single,no_rec,fixed,46,114,0,0,1650,1659,1.98
good,0,priv,60,42,married,no_rec,partime,35,210,1500,0,1250,1518,8.4
good,3,owner,48,29,married,no_rec,fixed,35,83,4500,1170,700,837,2.49
bad,3,rent,48,39,married,yes_rec,fixed,97,223,0,0,1250,1609,4.84
good,17,other,48,40,married,no_rec,fixed,60,117,6000,960,1200,1893,1.9
bad,14,owner,60,47,widow,yes_rec,fixed,35,100,4000,2000,1475,1475,1.83
bad,11,parents,60,30,married,yes_rec,fixed,45,105,5000,0,1500,2500,2.4
bad,24,other,60,41,married,yes_rec,freelance,75,292,0,0,2200,2428,5.92
good,2,parents,36,25,single,no_rec,fixed,35,110,0,0,500,1200,5.4
good,3,parents,60,23,single,no_rec,freelance,35,42,10000,0,2000,2203,0.21
good,14,owner,60,35,married,no_rec,fixed,35,80,3500,0,1100,1622,2.45
bad,20,owner,60,43,married,yes_rec,fixed,45,120,10000,0,2000,2700,2.25
good,5,rent,24,41,married,no_rec,freelance,44,90,8000,0,600,1218,1.84
good,15,owner,60,50,married,yes_rec,fixed,35,112,4000,0,1150,1400,4.02
good,3,owner,36,26,married,no_rec,fixed,35,136,6000,4500,900,1421,2.24
bad,7,owner,36,38,married,yes_rec,fixed,45,85,3400,1500,450,550,2
good,7,owner,60,33,married,no_rec,freelance,60,144,4500,0,1100,1245,4.58
good,9,owner,60,42,married,no_rec,fixed,75,140,7000,0,1000,1423,3.9
good,2,rent,48,22,married,no_rec,fixed,53,183,0,0,1300,1300,4.8
good,2,rent,60,38,single,no_rec,fixed,70,250,55,0,1300,1365,8.31
bad,1,priv,36,28,married,no_rec,freelance,45,81,6000,0,1000,1150,1.3
bad,0,rent,60,24,married,no_rec,partime,41,56,0,0,1308,1558,0.69
good,2,priv,60,24,married,no_rec,fixed,35,170,5000,1500,1150,1200,6.26
good,16,rent,36,41,married,no_rec,fixed,52,71,0,0,900,950,0.76
bad,3,rent,60,39,married,yes_rec,fixed,69,94,0,0,1450,1546,1.03
bad,1,rent,60,34,married,no_rec,fixed,56,112,4000,1500,1400,1508,1.76
good,12,rent,36,55,married,no_rec,fixed,57,115,0,0,800,1250,2.61
bad,0,owner,60,64,widow,no_rec,others,35,100,8000,0,1980,2038,1.97
good,3,other,48,32,single,yes_rec,fixed,35,71,0,0,1000,1200,1.73
good,14,rent,36,47,married,no_rec,fixed,73,125,6500,0,600,825,3.12
bad,0,parents,60,25,single,no_rec,partime,35,35,0,0,1150,1351,0
good,9,owner,60,25,married,no_rec,fixed,60,200,13500,5000,1900,2115,2.84
bad,0,rent,48,35,married,no_rec,partime,106,160,0,0,930,930,2.79
bad,0,rent,48,24,married,no_rec,partime,35,49,0,0,600,1452,1.12
bad,1,parents,60,43,married,yes_rec,fixed,90,179,0,0,1600,1896,3.34
bad,2,parents,36,21,single,no_rec,freelance,35,221,0,0,500,650,13.39
good,4,owner,48,22,married,no_rec,fixed,35,214,10000,3000,1250,1566,5.72
good,20,owner,60,56,married,no_rec,fixed,35,145,5000,0,1600,1763,4.13
good,2,other,48,25,single,no_rec,fixed,35,142,0,0,1000,1440,5.14
good,8,owner,60,56,married,no_rec,freelance,45,200,30000,0,1400,1500,6.64
good,13,owner,60,36,married,no_rec,fixed,45,72,3500,45,1400,1625,1.14
good,5,owner,24,59,married,no_rec,fixed,35,105,18000,0,1800,1965,0.93
good,13,owner,60,58,married,no_rec,fixed,75,211,7500,2000,800,1214,8.7
bad,0,owner,60,40,married,yes_rec,partime,90,90,8000,0,1000,1189,0
good,25,owner,12,49,married,no_rec,freelance,60,100,5500,0,1000,1998,0.48
bad,5,rent,54,27,married,no_rec,fixed,47,118,0,0,1500,1600,2.56
bad,2,owner,60,44,married,no_rec,fixed,60,88,2000,0,1450,1452,1.16
good,5,owner,24,26,married,no_rec,fixed,45,147,10000,300,450,1522,5.28
bad,5,rent,48,49,widow,yes_rec,freelance,45,103,0,0,1000,2193,2.78
good,18,owner,60,45,single,yes_rec,fixed,35,197,2000,0,1500,1578,6.48
bad,1,priv,60,24,married,no_rec,partime,35,127,3500,2000,1700,1825,2.54
bad,0,rent,60,25,married,yes_rec,fixed,69,235,0,0,1400,1650,7.11
good,12,owner,60,56,married,no_rec,freelance,35,126,17000,0,3000,3745,1.82
good,5,owner,36,43,married,no_rec,freelance,45,200,4000,0,1800,2300,3.1
good,2,other,24,30,married,yes_rec,fixed,45,233,0,0,900,1189,5.01
good,1,owner,60,47,married,no_rec,fixed,75,78,4000,0,1500,1711,0.12
good,2,owner,48,30,single,no_rec,fixed,35,106,4000,0,660,1060,5.16
good,14,owner,60,28,married,no_rec,fixed,45,178,4000,700,600,700,12.6
bad,8,owner,60,64,married,no_rec,freelance,60,111,148,1,1895,2596,1.61
bad,2,owner,60,29,married,yes_rec,partime,35,71,6000,0,700,2700,3.09
bad,0,parents,60,26,separated,no_rec,others,35,101,0,0,950,1735,4.17
good,1,parents,48,24,single,no_rec,fixed,35,53,0,0,1200,1215,0.72
good,18,owner,36,43,married,no_rec,fixed,90,116,4000,0,400,985,2.34
good,30,owner,12,52,single,no_rec,fixed,35,237,5000,500,800,1800,2.96
good,3,rent,48,34,married,no_rec,fixed,77,165,5000,0,1287,1693,3.28
good,3,parents,24,25,single,yes_rec,fixed,35,128,0,0,300,1397,7.44
good,25,owner,18,40,married,no_rec,freelance,75,154,5000,1600,375,375,3.02
good,1,owner,60,61,single,no_rec,others,35,216,8000,0,1200,1236,9.05
good,16,owner,60,51,married,no_rec,fixed,60,155,4000,0,900,925,6.33
good,10,owner,60,37,single,yes_rec,others,35,37,78000,0,1250,1418,0.1
good,0,parents,24,41,married,no_rec,fixed,60,105,3500,0,450,600,2.4
bad,0,parents,60,27,married,no_rec,partime,45,82,0,0,1400,1520,1.59
good,8,owner,36,52,married,no_rec,fixed,60,695,18000,0,750,2095,30.48
good,13,owner,60,31,married,no_rec,fixed,45,180,7500,1400,1200,1491,6.05
good,6,owner,60,28,married,no_rec,freelance,60,125,0,0,800,1700,4.88
bad,13,rent,36,44,married,yes_rec,freelance,84,85,0,0,1150,1325,0.03
